ExterQual,AllFlrsSF,GrLivArea,SimplOverallCond,GarageArea,TotRmsAbvGrd,LotFrontage,SalePrice
3,999,999,2,300,6,69,134500
3,1294,1294,3,0,7,60,106250
3,1350,1350,2,478,7,78,165000
5,1718,1718,2,786,7,96,337500
3,1362,1362,2,480,5,85,143000
3,1314,1314,2,294,5,70,145000
3,1803,1803,2,484,8,88,155000
3,784,784,1,360,5,60,76000
3,2119,2119,2,583,7,0,158000
3,1360,1360,2,572,6,60,130000
3,1644,1644,3,312,7,79,146500
3,1511,1511,2,413,8,70,185000
3,845,845,1,290,5,0,84000
3,1573,1573,3,240,6,51,133000
4,1836,1836,2,484,8,70,216837
3,1159,1159,2,336,7,0,158000
4,1252,1252,2,528,7,80,142000
3,780,780,3,352,4,60,124900
3,698,698,3,0,4,50,118000
4,1867,1867,2,303,7,0,190000
4,1660,1660,2,500,8,85,290000
4,1689,1689,2,857,7,0,271000
3,1056,1056,2,308,6,70,139000
3,1375,1375,2,451,5,75,140000
3,1319,1319,2,270,5,79,123000
3,1111,1111,3,288,5,0,116900
3,912,912,3,297,5,70,120000
4,1337,1337,2,511,5,34,181000
4,1555,1555,2,660,7,53,174000
3,1387,1387,2,256,7,50,93000
3,832,832,2,528,4,59,105500
3,1012,1012,2,308,6,59,118400
4,1535,1535,2,532,7,70,214000
4,1960,1960,2,440,8,0,216500
3,1520,1520,2,364,7,80,153000
3,987,987,2,264,4,21,85400
3,1502,1502,3,180,7,55,165000
4,1652,1652,2,840,6,108,325000
3,1479,1479,3,484,7,0,184000
4,2020,2020,2,466,8,80,239500
4,1661,1661,2,550,6,43,212000
3,1099,1099,2,352,6,75,144000
3,864,864,2,280,5,71,116050
4,1472,1472,2,402,7,0,160000
3,1252,1252,3,576,5,92,127000
4,1419,1419,2,567,7,60,392000
4,1567,1567,2,648,7,53,264561
3,1728,1728,2,576,10,74,142600
3,747,747,2,528,5,52,79900
4,1414,1414,2,403,6,74,178000
3,1647,1647,2,460,7,62,175000
3,1343,1343,2,186,7,54,154900
4,1337,1337,2,462,5,41,180000
5,1726,1726,2,786,8,79,311872
3,1792,1792,2,0,8,60,136000
3,720,720,2,0,4,60,34900
3,816,816,3,816,4,60,138000
4,1962,1962,2,868,7,73,239799
3,2329,2329,2,514,10,86,262280
3,1691,1691,2,308,6,50,127000
4,1704,1704,2,772,7,98,306000
3,1144,1144,2,596,6,68,129000
3,2596,2596,2,840,9,111,342643
4,2035,2035,2,434,8,0,222500
3,1768,1768,3,240,7,60,175000
3,1790,1790,2,484,8,80,165150
5,1694,1694,2,818,7,93,318000
3,1664,1664,2,0,8,75,100000
3,1015,1015,3,450,6,51,88000
3,1395,1395,2,497,6,0,162000
3,1047,1047,3,273,6,60,100000
5,1869,1869,2,617,6,68,318061
3,1510,1510,2,296,7,60,108000
5,2332,2332,2,846,9,96,426000
3,1657,1657,1,484,7,0,163500
3,1040,1040,2,286,6,70,133700
3,1048,1048,2,280,5,58,113000
3,1604,1604,2,660,6,60,117000
3,854,1382,2,660,7,0,128500
4,1212,1212,2,573,6,70,178000
4,2243,2243,2,746,8,116,225000
4,1340,1340,2,396,6,73,181134
3,1069,1069,2,440,4,53,127500
3,1344,1344,2,484,6,0,144000
4,1208,1208,2,628,6,64,195400
3,1217,1217,2,497,6,0,173000
3,1092,1092,2,286,6,21,88000
3,1113,1113,3,504,6,0,148000
4,1949,1949,2,574,8,80,236000
4,1554,1554,2,627,6,34,209500
3,768,768,3,396,5,60,133900
4,1541,1541,2,532,7,95,220000
3,1028,1028,2,360,5,56,115000
3,2447,2447,3,336,10,50,169000
5,1470,1470,3,420,6,0,185000
3,835,835,2,366,5,85,83000
4,2520,2520,3,796,10,0,310000
3,1155,1155,3,576,6,88,148000
4,1358,1358,2,484,6,44,224000
4,1489,1489,2,776,7,81,232600
3,1100,1100,2,312,6,0,141000
3,869,869,3,0,4,51,85500
4,1102,1102,2,480,4,0,148800
3,1131,1131,2,200,5,52,66500
3,1872,1872,2,604,6,80,241500
4,1555,1555,2,430,7,43,192500
3,902,902,2,484,5,0,131000
3,1774,1774,2,468,8,51,129900
5,2364,2364,2,820,11,100,611657
3,892,892,2,264,5,0,110000
3,1154,1154,3,240,7,40,125500
3,1120,1120,2,544,5,85,129000
3,1517,1517,3,400,7,0,230000
4,1496,1496,2,474,7,76,225000
4,1593,1593,2,682,5,41,286000
3,1382,1382,2,884,6,120,176000
3,1728,1728,2,504,10,70,125000
3,1392,1392,2,458,6,80,166000
4,1800,1800,2,765,7,85,312500
3,2200,2200,3,0,9,67,145900
4,1494,1494,2,514,5,0,215000
3,2403,2403,3,349,10,0,244400
4,1422,1422,2,626,7,63,179600
3,1068,1068,3,264,6,70,154500
4,1826,1826,2,758,7,69,319000
3,827,827,3,392,5,60,107500
3,951,951,2,327,6,50,106500
4,1844,1844,2,540,7,0,223000
4,816,816,3,432,5,0,120500
4,1720,1720,2,565,7,89,196500
3,1991,1991,3,432,7,0,220000
4,1314,1314,2,626,6,34,207500
4,1200,1200,2,555,5,67,184900
4,1922,1922,2,672,7,64,198500
3,1217,1217,2,288,6,75,120000
3,964,964,3,432,5,80,163500
4,1536,1536,2,532,7,70,214000
4,1665,1665,2,528,6,70,227000
3,1381,1381,3,676,5,78,197500
3,1964,1964,2,483,8,80,205000
3,1152,1152,2,0,6,65,82000
4,1241,1241,2,569,4,35,199900
3,1714,1714,2,496,7,80,196500
3,864,864,2,660,5,60,120500
3,1981,1981,1,576,7,65,135000
3,1710,1710,2,480,9,50,140000
3,894,894,2,308,5,75,128200
4,792,792,3,240,5,52,109500
4,1992,1992,2,648,9,75,250000
3,1471,1471,2,440,6,34,172500
3,902,902,2,288,6,0,125500
3,1302,1302,3,309,7,85,158000
3,988,988,2,520,4,100,113000
4,1614,1614,2,865,7,86,221500
3,1784,1784,2,180,9,96,138887
4,1426,1426,3,216,7,55,189950
4,2374,2374,2,656,10,93,285000
3,1230,1230,2,440,5,60,110000
4,1742,1742,3,424,8,121,168000
3,1690,1690,2,463,7,0,181000
3,1820,1820,2,240,8,60,184000
3,1608,1608,2,216,7,51,137450
4,1224,1224,2,528,4,40,164500
3,2034,2034,2,645,8,0,219500
3,1040,1040,2,576,6,82,152000
3,816,816,3,264,5,76,124500
4,2090,2090,2,556,8,80,240000
4,1616,1616,2,834,7,73,232000
3,1762,1762,3,576,8,60,157000
3,1252,1252,3,564,4,0,235000
3,630,630,2,0,3,21,75500
3,1276,1276,1,350,5,68,60000
4,1829,1829,2,613,7,44,237000
4,1224,1224,2,528,4,30,173733
4,2344,2344,2,889,7,79,265000
3,1150,1150,2,300,6,70,141000
3,1367,1367,3,384,7,50,119000
4,1498,1498,2,675,5,73,204900
3,864,864,2,0,5,70,115000
3,1142,1142,2,528,6,44,134000
5,1698,1698,2,768,8,86,320000
4,1876,1876,2,540,8,76,185000
4,2574,2574,2,868,10,69,276000
3,858,858,2,684,4,0,110000
3,1456,1456,2,440,7,24,148500
3,1458,1458,2,440,5,34,176000
3,1096,1096,2,299,6,0,138800
3,1740,1740,2,240,6,75,219500
4,1742,1742,2,564,5,0,275000
3,1363,1363,3,528,6,60,125500
3,1494,1494,3,213,7,0,177500
3,1352,1352,2,288,6,92,130000
3,2337,2337,2,560,10,85,90000
4,1220,1220,2,632,6,64,194000
4,1574,1574,2,824,7,75,232000
4,1971,1971,2,689,8,75,253000
4,1768,1768,2,578,7,68,212000
3,1344,1344,2,784,8,78,206300
3,1344,1344,2,240,7,0,115000
3,1077,1077,2,205,5,50,118000
3,1556,1556,2,441,8,78,154000
4,1552,1552,2,782,7,84,212900
5,1746,1746,2,758,7,42,377500
3,1347,1347,3,0,5,70,107500
4,2094,2094,2,615,8,75,263000
4,1743,1743,2,539,7,90,175000
3,894,894,2,400,5,68,110000
3,1080,1080,3,288,5,75,136000
3,1912,1912,3,672,7,60,163000
3,1178,1178,3,384,7,66,102776
4,1795,1795,2,895,7,75,147000
3,1220,1220,2,396,6,67,102000
2,1013,1526,1,0,6,105,85000
4,1525,1525,2,541,6,70,235000
3,954,954,3,240,5,50,119750
3,960,960,2,432,6,73,94750
3,1792,1792,2,451,8,93,186500
4,1626,1626,2,474,6,36,154000
3,1041,1041,2,270,6,80,124500
3,1212,1212,2,460,6,83,186000
2,1092,1092,2,0,7,70,55000
4,1720,1720,2,527,7,59,260400
3,990,990,2,672,5,57,145000
4,2060,2060,2,390,8,0,214000
3,1904,1904,2,240,7,60,138000
3,630,630,3,0,3,21,92000
4,2169,2169,2,647,7,0,228500
4,1718,1718,2,826,7,79,297000
3,1578,1578,3,240,5,79,133000
3,1800,1800,2,0,10,80,141000
3,1456,1456,1,280,7,50,91500
3,1574,1574,2,566,6,0,190000
3,1558,1558,2,282,6,75,152000
3,955,955,3,386,6,66,127000
4,1553,1553,2,615,6,65,186500
3,1848,1848,3,370,8,64,207000
3,1646,1646,2,240,7,53,164000
3,1839,1839,2,442,7,70,155000
3,1674,1674,3,396,8,66,185000
4,1512,1512,2,440,4,0,168500
4,1221,1221,2,400,6,62,185000
4,1247,1247,2,550,4,37,197000
3,980,980,2,384,6,75,135500
3,1986,1986,2,486,7,85,205000
3,935,935,2,288,5,0,137000
3,1573,1573,3,360,8,52,162900
4,1668,1668,2,502,8,48,232000
3,1264,1264,2,461,6,73,167500
5,1838,1838,2,765,8,85,315000
4,1494,1494,2,481,6,30,270000
3,894,894,2,308,5,60,109500
4,848,848,2,420,3,0,141000
3,1512,1656,3,180,8,60,135000
3,1166,1639,2,240,6,51,115000
3,1022,1022,2,280,4,60,85000
3,2345,2345,3,360,9,80,239000
4,2098,2098,2,878,8,80,275500
3,1977,1977,2,540,9,100,165000
4,1135,1135,3,576,6,60,155000
3,1369,1369,2,300,6,54,103600
4,1053,1053,3,312,5,72,145500
4,2084,2084,2,618,8,76,233000
3,996,996,2,564,5,73,147000
3,2554,2554,3,704,8,60,159500
4,1865,1865,2,839,7,0,235000
3,1196,1196,2,297,6,72,139000
3,938,938,2,308,5,0,130250
3,1392,1392,1,576,5,120,110000
2,800,800,1,0,4,51,60000
4,2515,2515,1,484,9,0,200624
4,1576,1576,2,614,6,65,197000
4,1954,1954,3,431,8,0,311500
4,1733,1733,2,433,7,0,225000
3,2073,2073,2,500,7,85,210000
3,768,768,3,396,5,70,133000
3,1481,1481,2,343,6,65,174000
4,2153,2153,2,736,8,0,313000
4,1113,1113,3,264,5,80,147000
4,1506,1506,2,440,6,43,213490
3,1337,1337,2,405,5,32,153500
4,1459,1459,2,527,6,70,192000
3,1339,1339,2,294,6,70,139000
3,1728,1728,2,560,8,63,188000
3,816,816,3,308,5,73,129900
3,1482,1482,3,400,7,0,140000
3,864,864,2,300,5,70,127500
4,1456,1456,2,440,8,85,155835
5,1561,1561,2,556,6,60,277500
3,1309,1309,2,484,5,78,181000
3,1432,1432,3,588,5,0,194000
4,1636,1636,2,865,8,116,255000
4,1456,1456,2,410,7,63,189000
4,1588,1588,2,472,6,78,214000
4,1836,1836,2,862,7,107,280000
4,1652,1652,2,499,6,41,251000
3,1394,1394,2,514,6,0,159000
4,1840,1840,2,622,6,79,230000
3,1547,1547,2,614,7,72,215200
4,1721,1721,2,471,7,70,201000
3,1301,1301,2,440,5,60,100000
3,882,882,3,294,5,0,106500
3,1246,1246,3,305,6,75,154000
4,1911,1911,2,471,8,80,215000
3,630,630,3,0,3,21,81000
3,630,630,2,0,3,21,84500
3,1344,1344,2,525,7,0,137500
3,1964,1964,2,0,7,55,130000
4,1776,1776,2,712,7,93,283463
3,952,952,2,192,4,0,121000
3,1327,1327,2,624,7,75,150750
3,1466,1466,3,566,7,60,170000
3,2019,2019,3,532,8,60,167500
4,1452,1452,2,506,6,35,183900
3,813,813,3,270,5,70,110000
3,1228,1228,2,271,6,0,149350
3,1123,1123,2,264,4,50,100000
4,1141,1141,2,484,6,63,142500
3,1394,1394,2,400,7,73,167500
4,1588,1588,2,825,7,85,227000
3,833,833,3,326,4,90,117000
3,1716,1716,2,490,8,70,171000
4,2291,2291,2,429,8,66,230000
3,1535,1535,2,400,8,64,118858
4,1924,1924,2,592,7,78,280000
3,816,1176,2,528,6,52,114500
4,2224,2224,2,738,10,74,350000
3,1728,1728,2,574,8,55,150900
4,1973,1973,2,895,9,110,395000
4,1959,1959,2,434,8,59,215000
3,1846,1846,2,315,7,78,143000
3,923,923,2,264,5,50,143000
3,1586,1586,2,435,7,48,181000
3,1572,1572,2,373,7,0,168000
4,2031,2031,2,541,8,75,222500
3,2112,2112,2,576,9,85,206900
3,1516,1516,2,472,6,100,167000
3,1426,1426,2,440,6,75,159500
4,1232,1232,2,632,6,64,194500
3,1473,1473,3,452,5,65,143000
3,1604,1604,2,470,7,100,181000
3,1441,1441,2,440,7,24,148500
3,1152,1152,3,484,6,0,180500
3,912,912,2,470,5,0,156000
3,950,950,2,280,5,61,119500
3,1277,1277,2,526,5,85,167000
3,1152,1152,3,300,6,80,158500
3,1269,1269,2,308,6,70,155000
3,605,605,3,0,5,58,86000
3,1456,1456,2,400,8,51,176000
